X Coordinate (km),Y Coordinate (km),Measured Depth (m),Deviation (deg),Abandoned (False),Abandoned (True),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Cumulative GAS Prod. (e3m3),Month Well Spudded,Emission Rate (m3/day)
-0.33088006520972557,-1.1698177841234338,-0.4702413745840262,0.012105183578264272,0.0,1.0,0.09920808478972859,-0.16819659667851294,-0.3329648966369636,-0.7154535351247443,42.62003347274625
-0.84894366588755,0.2816113086236439,1.4173680573510223,1.3175532173323814,1.0,0.0,-0.43595384412937266,1.3393663310620127,0.8669268956654079,-0.7154535351247443,51.23793486470936
0.32285322978925274,-1.8376392730915458,-0.9465106540193949,0.012105183578264272,0.0,1.0,-0.43595384412937266,-1.1732385485055292,-0.3329648966369636,-0.021627362758069046,31.671919037155835
0.31483898624285556,-1.8590642628400111,1.1945634495823352,1.589426979928725,0.0,1.0,-0.43595384412937266,1.3393663310620127,0.8669268956654079,1.147193716391974,50.26405787900279
0.41902415234601986,-1.5212787861674029,1.3882959648899766,-1.8824071472818833,1.0,0.0,1.187673024964172,1.3393663310620127,0.8669268956654079,-0.7154535351247443,70.27744845675834
-0.3944215676133042,0.3682229693089281,1.4999425720723125,3.7147184958273196,0.0,1.0,-0.43595384412937266,-0.16819659667851294,2.0668186880114314,-0.7154535351247443,53.88770488287902
-0.7155637554367952,-0.18837091330545072,0.9239975470562152,0.012105183578264272,0.0,1.0,-0.43595384412937266,-0.16819659667851294,-0.3329648966369636,0.9351140506542498,57.96233927873557
0.7166960554979189,0.5268590636167115,1.1477793680168704,0.012105183578264272,0.0,1.0,1.187673024964172,1.3393663310620127,0.8669268956654079,-0.7154535351247443,66.36156615715308
-1.194128584350233,0.06553800775614542,-0.28628099119606376,0.012105183578264272,0.0,1.0,1.187673024964172,-0.16819659667851294,-0.3329648966369636,-0.7154535351247443,55.79202503841015
-0.20608684427296783,-1.29973527515136,-0.28628099119606376,0.012105183578264272,0.0,1.0,-0.43595384412937266,-0.16819659667851294,0.8669268956654079,-0.7154535351247443,51.85866999047978
1.005781269135821,-0.07030554426603715,-0.2576975053310017,-1.0435342983507023,0.0,1.0,0.6887932607175521,1.3393663310620127,0.8669268956654079,1.4132861808943624,50.78306242629124
0.9376601989914441,-1.6862967923151546,0.434169434582291,0.012105183578264272,0.0,1.0,-0.43595384412937266,-0.16819659667851294,-0.3329648966369636,0.3211156176382909,45.709086091862574
-1.9560541672255745,2.643374540257629,0.7913408562465688,0.012105183578264272,0.0,1.0,1.187673024964172,-0.16819659667851294,-0.3329648966369636,0.26630851300944075,43.635303795934206
-0.12021994913299694,-0.5794909389263655,-0.28628099119606376,-2.5655777645153366,0.0,1.0,1.187673024964172,-0.16819659667851294,0.8669268956654079,-0.7154535351247443,53.93504452666545
0.8059976264434888,0.03226089601916777,0.17300920902886235,0.012105183578264272,0.0,1.0,1.9949511889268843,-0.16819659667851294,-0.3329648966369636,-0.7154535351247443,57.08448687848659
-2.0745504825187346,1.5981085510399629,-0.28628099119606376,0.012105183578264272,1.0,0.0,-0.43595384412937266,-0.16819659667851294,-0.3329648966369636,-0.7154535351247443,39.726086837902486
