X Coordinate (km),Y Coordinate (km),Measured Depth (m),Deviation (deg),Abandoned (False),Abandoned (True),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Cumulative GAS Prod. (e3m3),Month Well Spudded,Classification
0.45824867319345775,-0.5054361548496937,-0.6820115250058654,-1.0193995254219692,0.0,1.0,-0.4177171092156049,-0.16618648332271121,0.8573769748394352,1.8804980898307513,1
-2.287867760290784,1.50437761102036,1.9027877346452977,2.959632860351083,0.0,1.0,-0.4177171092156049,-0.16618648332271121,2.0768951269649896,2.5331719058566495,1
1.1094607258013895,-0.14249010232237036,-0.3617795028878094,0.00039628743088732446,1.0,0.0,1.911170831030136,-0.16618648332271121,-0.3621411772417534,0.12007513651319016,0
0.9222516172033419,0.28850833505382645,-0.28603091236405376,-0.583827428483958,0.0,1.0,1.1377714777395729,1.349176626592989,-2.801177481448496,-0.7170239412888337,1
0.8573601163702766,-0.20056147072674216,0.21483236407988068,1.1183409778721818,0.0,1.0,0.6598280571667529,1.349176626592989,0.8573769748394352,1.5918845308174638,1
0.4054166548160944,-0.30445477826268835,0.7011286038846314,0.5809593474259208,0.0,1.0,-1.3214646681169375,-1.1764285565998438,2.0768951269649896,2.209429725552672,1
0.9337368385897252,0.23905693539697823,-0.3784102030508776,-1.570181056568825,1.0,0.0,0.6598280571667529,1.349176626592989,-0.3621411772417534,-0.7170239412888337,0
0.8866474309055542,0.1542182956187167,0.48784290909258293,0.00039628743088732446,0.0,1.0,-0.4177171092156049,1.349176626592989,-0.3621411772417534,1.3232304157193417,1
-1.2260590431196499,0.03036295519376753,-1.0599047338206906,0.00039628743088732446,1.0,0.0,1.1290815973655215,-1.1764285565998438,-0.3621411772417534,0.025866561233610953,0
0.5208431297492465,-1.147396985257397,-0.49555345602431355,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
0.841855067498659,0.25039899953845707,-0.9451893202871186,0.00039628743088732446,0.0,1.0,0.6598280571667529,1.349176626592989,-0.3621411772417534,-0.7170239412888337,0
0.932014055381768,-1.7299253995637511,-1.1207221117892827,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-2.801177481448496,-0.7170239412888337,0
0.16996961639523755,0.014484065395697132,1.0827849638312457,-2.6218154959239315,0.0,1.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,-0.7170239412888337,1
0.11254350946332117,-0.41560700684918117,-0.28603091236405376,1.1686355670472581,0.0,1.0,-1.3214646681169375,-1.1764285565998438,-0.3621411772417534,-0.7170239412888337,1
-2.2011543388235904,0.7857444270162591,-0.28603091236405376,1.2744423629488366,0.0,1.0,-0.4177171092156049,-1.1764285565998438,0.8573769748394352,-0.7170239412888337,1
0.23658390043626037,-0.7077785791336764,-0.28603091236405376,1.2174538552905352,0.0,1.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,-0.7170239412888337,1
0.4059909158854137,-1.700436032795906,-0.28603091236405376,3.5418733955195747,0.0,1.0,-0.4177171092156049,-0.16618648332271121,2.0768951269649896,-0.7170239412888337,1
-1.945608162976562,3.15079164179743,-0.28603091236405376,-1.8817869519887769,0.0,1.0,1.1377714777395729,1.349176626592989,-0.3621411772417534,0.5963074683290293,1
-0.2601519245248164,-0.22143086874706308,-0.28603091236405376,0.00039628743088732446,1.0,0.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,-0.7170239412888337,0
-0.08959638693702444,-1.3102690263290333,-0.28603091236405376,-0.6332478232869367,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
-2.1816294624667387,1.037991933522749,-0.28603091236405376,0.49548391343912646,0.0,1.0,1.1377714777395729,-0.16618648332271121,0.8573769748394352,-0.7170239412888337,1
0.4892587709366925,-0.44827215157664024,-0.28603091236405376,0.4236661931144107,0.0,1.0,-0.4177171092156049,-1.1764285565998438,2.0768951269649896,-0.7170239412888337,1
-2.1845007678133346,1.2974983610797854,-0.8219764687140227,0.00039628743088732446,1.0,0.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.05277364779213946,0
0.2859703523977086,-1.838355532756289,-0.28603091236405376,0.6469740184094394,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
-1.6969531199613643,1.0193909483307235,-0.28603091236405376,0.00039628743088732446,1.0,0.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
-1.1347515330979028,0.22090963277061207,0.17222378191026833,-0.35779326147608714,0.0,1.0,-0.4177171092156049,1.349176626592989,0.8573769748394352,1.6968712058112323,1
0.047652008630255586,0.8424547477236534,1.1699443997223622,0.555599721016321,0.0,1.0,-0.4177171092156049,-1.1764285565998438,2.0768951269649896,4.2836151372166285,1
0.27103956459541023,0.35519967220572185,-0.28603091236405376,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,1
-2.4101853680557657,1.066573935159276,-0.36797049345946237,0.00039628743088732446,1.0,0.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
0.9928857287295995,0.588392510954527,-0.28603091236405376,-0.4480969625942745,0.0,1.0,1.6939238216788541,1.349176626592989,0.8573769748394352,-0.7170239412888337,1
0.756864429239423,0.5620789221462963,-1.029435348850398,0.00039628743088732446,0.0,1.0,0.6598280571667529,1.349176626592989,-0.3621411772417534,-0.7170239412888337,0
0.42609005331158445,0.1719119156794236,1.4010747143974105,0.854259939163396,0.0,1.0,-1.3214646681169375,-1.1764285565998438,0.8573769748394352,2.65173100271273,1
-0.6891249433062318,-0.4333006269098881,1.8545951217639982,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,2.0768951269649896,-0.7170239412888337,1
-0.8453239541610442,-0.4496331992736177,0.6272008929407741,0.00039628743088732446,0.0,1.0,1.1377714777395729,-0.16618648332271121,-0.3621411772417534,0.12925648071416615,0
-1.0348301070363684,-0.09485343292815915,-0.5107274525234633,0.00039628743088732446,0.0,1.0,1.1377714777395729,-0.16618648332271121,-0.3621411772417534,1.027431456896595,1
1.048589052453558,0.15467197818437595,-0.5802850524755656,0.00039628743088732446,1.0,0.0,1.1377714777395729,1.349176626592989,-0.3621411772417534,0.324859031082784,0
0.16824683318728,-1.826559786049151,-0.28603091236405376,0.00039628743088732446,1.0,0.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
0.4318326640047761,-2.044781100131204,-0.28603091236405376,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,1.027431456896595,1
-1.9065584102628592,2.6730639001583407,-0.28603091236405376,0.00039628743088732446,1.0,0.0,1.1377714777395729,1.349176626592989,-0.3621411772417534,0.25619854401461617,0
0.9159347454408316,0.46317612283260085,-0.28603091236405376,0.00039628743088732446,0.0,1.0,0.6598280571667529,1.349176626592989,-2.801177481448496,-0.7170239412888337,0
-0.1280718785814087,0.05440813117370276,-0.28603091236405376,1.7192151311586632,0.0,1.0,-0.4177171092156049,1.349176626592989,2.0768951269649896,-0.7170239412888337,1
-1.590714822137319,0.32117347978128524,-0.28603091236405376,0.00039628743088732446,1.0,0.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,0.5839326131016268,1
0.5478334000072475,-1.1401380642068504,2.8314363203932613,1.2347825740906468,0.0,1.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,2.2329818693725665,1
-1.6688143275647254,1.9285708099116692,-0.28603091236405376,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,1
1.0543316631467496,0.4459361853375527,-0.28603091236405376,0.00039628743088732446,1.0,0.0,0.6598280571667529,1.349176626592989,-0.3621411772417534,-0.7170239412888337,0
-2.0644802043256294,0.6387512757426933,2.472237475265389,0.00039628743088732446,0.0,1.0,1.1377714777395729,-1.1764285565998438,-0.3621411772417534,0.6058880014083085,1
-0.8740370076270024,-0.9518597994583015,1.0281585764343066,0.00039628743088732446,0.0,1.0,1.6504744198085979,1.349176626592989,0.8573769748394352,-0.7170239412888337,1
-2.1500451036541843,1.0420750766136813,-0.720371388155716,0.5555995662706178,0.0,1.0,1.1377714777395729,1.349176626592989,0.8573769748394352,2.6577188358872794,1
0.7683496506258063,1.046611902270273,0.4770390235851882,0.950060127972118,0.0,1.0,-1.3214646681169375,-1.1764285565998438,2.0768951269649896,1.3308150044071045,1
0.729874158981422,0.4804160603276485,1.545409769097323,1.1931418132720877,1.0,0.0,1.1377714777395729,1.349176626592989,0.8573769748394352,2.5822721378879554,1
-1.2903762828833962,0.5430242543886116,-0.3134654980345167,-1.8820871195044184,0.0,1.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,0.257396110649526,0
-1.5091697502939976,0.1074889913558235,-0.6192518754853822,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
-0.4508065995387787,-0.4841130742637136,-0.28603091236405376,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.7170239412888337,0
0.5357739175515449,-1.1333328257219633,0.6700522590543728,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,0.31966957566484105,0
-1.2840594111208854,0.5089980619641751,-0.28603091236405376,0.00039628743088732446,0.0,1.0,-0.4177171092156049,-0.16618648332271121,-0.3621411772417534,-0.2132475768700668,0
0.491555815213969,-0.450086881839277,0.0702545254359821,-0.9644294560674566,1.0,0.0,-0.4177171092156049,-1.1764285565998438,-0.3621411772417534,-0.7170239412888337,0
